,Unnamed: 0,회사,날짜,직무,재직여부,별점,요약,장점,단점,경영진에게 바라는 점
10752,28461,대우조선해양,2018-01-01,엔지니어링,현직원,3,주량 급감 으로 상시 인 구조 조정 과 임금 삭감 으로 근무 환경 예전 보다 음,조선업 계 의 빅 의 자긍심 다양 업무 활동 을 경험 할 고 자기 주도 인 업무 가능 함,지속 으로 이어지 는 구조 조정 으로 근무 환경 음 보수 인 기 엊 문화 수직 화 된 서열,회사 안정 을 위해 근로자 에게 만 책임 을 전가 았 으면 겠 음
10754,28463,대우조선해양,2018-01-01,금융/재무,현직원,3,자잘 업무 고 소모적 으로 을 소비 함 윗 에게 업무 를 배울 는지 의아 함,휴가 여름휴가 외 개인 연차 따로 기 에 휴가 다는,휴가 지만 업무 의 과다 로 인해 휴가 를 쓰 기 힘든 음,투명 경영 과 전문 지식 을 가진 경영진 었 으면 겠 음
10756,28465,대우조선해양,2018-01-01,생산/제조,현직원,3,글로벌 탑 의 위치 에 는 세계 인 조선소 로 인지 도 는 회사,은 근무 분위기 및 경기 을 시 성과급 및 연봉 만족 할 만 수준,글로벌 경기 에 너무 민감 며 대내외 인 분위기 현재 너무 은 상황,비리 저지르 고 직원 식구 라는 을 시 길
10758,28467,대우조선해양,2017-12-01,엔지니어링,현직원,3,조직 문화 는 동종 업계 대비 여 상대 으로 자유 로우 급여 많이 줄 었 고 위치 거제 도임,조직 문화 는 자유 로움 회사 대비 사원 대리 직급 맡 아서 는 업무 높 음,비합리 인 인사 제도 위치 대비 낮 은 연봉 향후 미래 전망 음 임원 의 무 능력 과 비리 임원 매우 무 능력 철 밥통 임,제발 정경 유착 을 떼 고 원칙 과 절차 를 지켜 했 으면 겠 다 임직원 무슨 죄 인가 다 임원 경영 을 잘못 했 다
10760,28469,대우조선해양,2017-12-01,연구개발,현직원,4,기업 문화 유연 고 역량 을 키울 는 곳,최근 회사 어려워 면서 잔업 을 는 분위기 잔업 비 는 못 지만 저녁 는 삶 얻 을 음 여름휴가 보통 에 연 월차 사용 자유 로워짐 예전 엔 그랬 으나 회사 어려워 면서 최근 몇 간 은 분위기 상하 관계 그리 딱딱 고 자유 롭 게 토론 며 후배 전혀 갈구 는 분위기 물론 부서 마다 틀리 다 승진 도 대부분 은 한다 꿀 어 봐야,회사 어렵 다 유가 하락 과 최근 중국 동남아 조선소 의 성장 으로 경쟁 치열 해짐 부분 은 비단 조선업 뿐 만 은 겠 지만 회사 어려워져 연봉 매우 낮 아 졌 고 성과 금 은 어 졌 다,회사 정상 화 될 게 더욱 힘써 줬 으면 겠 다 직원 무엇 을 원하 는지 많이 소통 했 으면 겠 다
10762,28471,대우조선해양,2017-11-01,엔지니어링,현직원,3,대우 조선 은 먼저 타 기 업 보다 는 유연 조직 문화 를 가진 네요 나름 엔지니어링 능력 도 괜추신 분 도 다고 느껴집니다 그런데 거제 라는 지역 인 단점 서울 지역 분 께 는 너무 큰 듯 고 요 최근 에 는 성과 금 고 월급 반납 계속 면 전 대비 연봉 줄 은 습니다,복지 고요 유연 자유 로운 분위기 국제 유가 올라가 면 기대 해 볼 만 회사,현재 연봉 너무 적음 최고 연봉 었 던 전 대비 줄어든 상태,상무 이상 의 임원 지나치 게 음 거 줄여 는 직원 사기 를 높이 는 방법 고 물론 반납 은 당장 없애 함
10763,28472,대우조선해양,2017-11-01,엔지니어링,현직원,2,저런 사건 터지 기 전 에 는 정말 은 회사 였으나 미래 에 대한 불 투명 미래 가장 큰 단점,쇄빙 Lng 선 및 군함 자부심 을 가질 음,직원 의 사기 저하 근무지 의 단점 비 윤리 사건 지속 적발,신입 사원 성장 할 는 인재 의 유 츄 을 막 아야 회사 일어설 을 입니다
10765,28474,대우조선해양,2017-11-01,엔지니어링,현직원,4,위기 에 빠진 이후 벗어나 기 위해 다양 시도 를 고 지만 제대로 작동 는 으며 경기 의 영향 을 많이 고 다 살아나 기 위해서 는 필요 할,여러모로 은 복지 지만 현재 는 대부분 시행 중지 상태 설계 부서 의 특성 상 자기 할 을 해 놓 는다면 눈치 고 연차 를 쓸 다 수평 인 기업 문화 어서 자기 의견 을 자유 롭 게 표현 할 다 부서 마다 차이 큼,거 제도 라는 지역 의 한계 생산직 과 의 차별 심해서 상대 박탈감 을 많이 느낌 서울대 면 임원 기 힘 듦 반 대로 서울 대면 능력 어도 구조 조정 에서 살아남 고 올라가 는 를 많이 봄 조선업 의 특성 상 항상 에 쫓기 고 비상 상황 음 설계 부서 에 과도 업무 집중,생산직 과 의 심각 차별 은 모든 사무 기술직 의 기 를 꺾 고 애사심 생길 게 만듭니다 반드시 개선 어야 합니다 혁신 을 고자 면 보여 기 식 라 진짜 로 을 깎 아 는 자세 를 보여 어야 는데 항상 겉 만 번지르르 혁신 을 시도 고 TFT 를 결성 지만 비용 과 노동조합 에 부딪혀 아무것 도 고 만 흘러가 고 는 습니다
10770,28479,대우조선해양,2017-11-01,생산/제조,현직원,3,세계 인 기업 인 동시 에 주인 는 기업 으로서 각종 비리 의 총 집합체 었 음,한때 나갔 음 한때 복지 았 음 한때 연봉 높 았 음,망하 고 으면 욕먹 고 음 주인 음 책임 음,각종 비리 를 처단 고 책임 라는 명분 아래 고액 의 연봉 을 아 갔 던 전 책임자 의 강력 처벌 필요 함
10772,28481,대우조선해양,2017-10-01,생산관리/품질관리,현직원,2,썩 은 조직원 로 구성 된 회사 하위 기사 대리 급 만 죽 어라 는 회사,장점 라고 는 노조 탄탄 다는 고 는 딱히 장점 다고 면 됨,차장 부장 놀 고 먹 는 회사 국민 의 세금 을 먹 는 회사 주인 어 대부분 의 구성원 공기업 으로 고 철 밥통 라는 회사,경영진 은 임원 및 는 부장 차장 다 해고 고 대리 기사 위주 의 조직 개편 을 해야 함
10773,28482,대우조선해양,2017-10-01,기획/경영,현직원,3,적폐 대상 라고 으로 욕먹 는 회사 지만 한때 는 나갔 던 회사,수평 인 사무실 분위기 인간 인 분위기 부서 에 따라 지만 업무 로드 높 은 편,남성 위주 의 기업 문화 최근 많이 감소 된 연봉 조선업 의 불 투명 미래,경영진 먼저 모범 을 보여 세요 직원 에게 만 희생 을 강요 마세요
10774,28483,대우조선해양,2017-10-01,생산관리/품질관리,현직원,3,부서 마다 편차 심함 의장 부서 는 헬,공기업 은 대 기업 으로 실적 압박 음 노동 집약 사업 으로 당분간 국가 에서 망하 게 는 을 듯,경영 악화 로 임금 많이 떨어짐 기본급 비중 작음 생산 은 비 공식 으로 시 까지 출근 해 라는 분위기,전 현 임원 도 주인 의식 고 임기 동안 버틸 으로 전전긍긍
10775,28484,대우조선해양,2017-10-01,생산관리/품질관리,현직원,1,과거 에 는 나갔으나 현재 는 미래 음 커다란 구멍 서 침몰 고 는 배,조선 빅 의 자부심 을 고 할 음 배우 기 는 사중 제일 음,생겼 을 책임지 는 음 의사 결정 느림 빡세 다 특히 생산 관리 는 헤임,구성원 사기 를 올릴 는 획기 인 대안 마련 어야 할 듯
10777,28486,대우조선해양,2017-10-01,생산/제조,현직원,3,글로벌 제조사 에서 경험 할 는 다양 기회 음 예전 명성 은 지나갔 으며 현상 유지 는 할 을 라 추측 함,연차 의무 소진 에 따른 휴가 사용 다 짧 은 출퇴근 거리 간편 복장 식사 지급 기본 인 근무 환경 및 복지 괜찮 음 기업 문화 상대 으로 유연 함 서로 존중 는 분위기,부실 자회사 음 현금 유동 성 나쁨 산업 전망 불 확실 함,수주 확보 를 통한 미래 먹거리 창출 인력 내실화 를 통한 경쟁력 는 회사 로 거듭
10780,28489,대우조선해양,2017-09-01,생산/제조,현직원,3,조선소 직속 정 직원 은 겠 으나 물량 팀 일당제 는 힘든 곳,다 면 하루하루 매달 빨리 감 사무직 직장 특유 의 딱딱 분위기 는 음 만 괜찮 은 팀 부서 들어가 면 다닐 만 함 근데 그게 하늘 에 별 따 기,도 힘들 지만 던 성격 던 거칠 어서 힘든 곳 정규직 비정규직 의 차별 은 어딜 지만 매우 극 과 극인 곳 업무 복지 업무 장소 업무 강도 안전성 급여 기타 등등,일당제 물량 팀 만 가득 돌리 고 정 직원 뽑 아라 동일 노동 동일 임금
10781,28490,대우조선해양,2017-09-01,연구개발,현직원,3,개발자 와 엔지니어 를 중시 고 기술 을 중시 는 회사 선 후행 단계 의 업무 능력 을 키우 기 에 으나 연차 올라갈수록 개인 의 실력 보다 는 조직 관리 에 치중 게 됨,연 월차 소진 정책 으로 인하 여 휴가 음 퇴근 보장 으로 워 라벨 음 조선업 노조 의 특성 상 복지 음 직원 평균 근속 연수 길 다,군대 식 의 문화 존재 고면 차 의 직원 아 꼰대 문화 존재 함 최근 조선업 황 불황 으로 인하 여 중소기업 수준 의 연봉,조속 회사 경영 의 정상 화 를 위한 노력 필요 다양 루트 를 통한 수주 활동 위기 극복 후 의 새로운 시장 개척 을 위한 꾸준 투자 필요
10783,28492,대우조선해양,2017-09-01,생산/제조,현직원,3,연차 월차 사용 에 제한 으며 설계 수행 시 은 을 배울 는 구조,부서 마다 다르 지만 같이 는 은 업무 의 고충 을 기 에 서로 많이 의지 고 도와 려고 함 또한 실적 호선 정보 아서 설계 수행 시 도움 많이 고 배울 도 음,신입 사원 고 대리 과장 상당히 기 에 기업 의 미래 에 대해 해 면 우울 해짐 가끔 씩 희망퇴직 이야기 며 사기 에 은 영향 을 끼침,신입 사원 을 하루빨리 뽑 아서 각 부서 에 보충 해 줘야 할 으로 보임 대리 초반 임 은 현재 계속 퇴사 진행 며 젊 은 피 수혈 을 통해 현재 맡 은 업무 를 무사히 끌어가 야 할 으로 됨
10784,28493,대우조선해양,2017-09-01,영업/제휴,현직원,3,회사 위기 를 겪 었 지만 재무 으로 회복 었 고 기술력 과 건조 능력 에서 는 세계 최고 인 회사,기업 문화 인간미 고 수평 고 편 임 업계 자체 의 경쟁력 우수 고 향후 시황 만 아 진다면 과거 의 영광 을 찾 을 을 임,최근 재무 위기 를 겪 으면서 대외 인 평판 많이 아 짐 최근 우수 주니어 인력 의 유출,향후 후 에 도 지속 성장 할 는 회사 도록 연구 개발 과 뛰어난 인력 유치 에 최선 을 다 해야 함
10788,28497,대우조선해양,2017-08-01,엔지니어링,현직원,3,조선업 계 불 안정 여 미래 확실 치 다 연고지 거제 면 추천 면 비추,출근 과 퇴근 정해져 어 규칙 인 생활 가능 다,미래 불 확실 고 연봉 많이 삭감 어서 열심히 다니 기 힘들 다,깨끗 게 회사 운영 어 으로 은 로 뉴스 에 는 었 으면 겠 다
10789,28498,대우조선해양,2017-08-01,엔지니어링,현직원,3,조선업 계 불황 다 니 미래 불안 다 거제 연 고 라면 다니 기 음,규칙 인 생활 가능 고 만큼 돈 은 준다 근무복 을 입 어서 옷 걱정 을 해도 됨,미래 불 확실 고 연봉 많이 삭감 었 다 거제 라는 지역 자체 별로 다,깨끗 게 경영 해서 으로 는 비리 은 게 어 면 겠 습니다
10790,28499,대우조선해양,2017-08-01,엔지니어링,현직원,3,여타 조선소 대비 엔지니어 링 및 생산 기술 은 강 회사 여건 상 기업 기반 불안 은 다소 아쉽 다,엔지니어링 분야 의 고 경력자 고 노하우 다 생산 기술력 도 출중 편 다,사실상 공기업 으로 산업은행 의 영향력 을 많이 아 주도 인 수주 전략 또는 인사 정책 에 다소 아쉬운 음,직원 마음 놓 고 할 도록 기업 의 정책 인 분야 에 어 확고 함 다소 절실 다
10793,28502,대우조선해양,2017-08-01,인사/총무,현직원,4,당장 은 눈 에 가시 외부 의 모진 을 듣 지만 모든 걸 딛 고 일어서 는 기업 으로 성장 할 다,대 기업 울타리 라는 나름 의 안정 감 학비 의료비 지원 회사 다 니 부서 별 로 개성 강하 고 다르 다 지역 으로 독립 어 어 정 생긴다 시 세 끼 제공 최신 기숙사 제공 으로 고정 지출 절약 가능 자유 로운 연월 차 사용 다양 특강 으로 자기 계발 가능 부산 경남 지역 권 에게 추천 한다,회사 인식 많이 음 대 규모 인사 개편 으로 조직원 줄 었 다 신 입 도 불안 으로 다수 퇴사 에 따라 업무 량 늘어남 수직 인 체계 수평 인 체계 의 타 부서 도 존재 직급 별 급여 삭감,밝 은 미래 로 알맞 은 방향 을 제시 여 이끌 었 으면 한다
10795,28504,대우조선해양,2017-08-01,유통/무역,현직원,3,정의 문화 깊이 든 회사 금년 초 에 는 법정 관리 로 는 가능 성 도 었 으나 현재 는 정상 화 는 기술력 과 공법 에 는 나름 경쟁력 으나 공존 간 의 알력 및 마찰 너무 심한 게,대우 가족 라는 이름 을 아직 쓰 고 을 로 정의 문화 강한 회사,불 필요 회의 공존 간 책임 떠넘기 기 책임 의식 의 부재 눈 에 보임 철 밥통 을 당연 으로 아 는 의 의식 도,작 고 알찬 중형 조선소 로 거듭 서 오너 경영 을 는 회사 로 합병 될 게 어 줬 으면 함
10798,28507,대우조선해양,2017-07-01,생산/제조,현직원,3,기업 문화 는 지만 부서 별 업무 량 많이 다름 회사 의 미래 는 불 확실 함,수평 기업 문화 음 연월 차 를 부담 없이 사용 할 고 정부 에서 보조 해 고 음,회사 의 비전 불 확실 함 복지 정책 부족 고 기본급 낮 고 성과급 위주 인데 최근 성과급 나옴,확실 비전 제시 필요 다 형 후 미래 먹거리 에 대한 고민 부족 다 국내 이미지 개선 을 의한 노력 는 다
10799,28508,대우조선해양,2017-07-01,엔지니어링,현직원,4,글로벌 기업 에서 고 다면 최고 의 직장 인 듯 세계 위 업종 의 조선소 에서 고 다면 바로 이곳,타 대 기업 대비 휴가 무지 으며 사내 타 조직 과 도 가족 은 분위기 조성 어 다,최근 경영 악화 로 성과 금 월급 복지 혜택 많이 어 졌 음,하루빨리 경영 정상 화 시켜 직원 의 사기 를 높여 고 예전 의 영광 을 되찾 았 으면 함
10800,28509,대우조선해양,2017-07-01,엔지니어링,현직원,3,은 고초 를 거쳐 점차 정상 화 하지만 아직 내부 인 많이 산재,부서 에 따라 다르 지만 일반 으로 가족 은 분위기 야근 수당 존재 아침 점심 저녁 모두 회사 에서 해결 가능 국영 조선소,주인 는 회사 라 CEO 및 경영진 의 도덕 해이 발생 업 황 의 불황 으로 연봉 수차례 삭감 었 음 일부 설계 직 장기 해외 파견 의 가능 성 존재,단순히 잠시 머무 는 직장 라 정말 참된 주인 의식 을 고 경영 에 임해 었 으면 함
